SUMMARY;DESCRIPTION;DTSTART;DTEND;LOCATION;CATEGORIES;UID
SAE1.05 SUIVI PROJET;RT1-TP_B2 BIARD MATHIEU;20260106T100000Z;20260106T110000Z;G_012;;ADE60323032352d3230323653542d455449454e4e452d33363536382d302d32
R1.14;RT1-A GAULTIER BEATRICE;20251020T060000Z;20251020T080000Z;D_028;;ADE60323032352d3230323653542d455449454e4e452d3132372d302d32
R1.06;RT1-A HEYRAUD CHRISTOPHE;20251208T070000Z;20251208T090000Z;D_032;;ADE60323032352d3230323653542d455449454e4e452d35303739362d342d30
R1.10;RT1-TP_A2 TCHEN CASSANDRA;20251210T130000Z;20251210T150000Z;D_026;;ADE60323032352d3230323653542d455449454e4e452d33313334382d342d30
R1.14;RT1-S1 GAULTIER BEATRICE;20250903T120000Z;20250903T140000Z;A_021 amphi;;ADE60323032352d3230323653542d455449454e4e452d3431382d302d31
Contrôle des Absences - Bureau de Mme Zeryouh;RT2-S3 RT1-S1 ZERYOUH NEZHA;20251216T110000Z;20251216T113000Z;;;ADE60323032352d3230323653542d455449454e4e452d33343830382d302d34
SAE1.05 PROJET A2;RT1-TP_A2;20260107T090000Z;20260107T100000Z;G_003;;ADE60323032352d3230323653542d455449454e4e452d32343535372d312d30
SAE1.PORTFOLIO en 1ER;RT1-TP_B1 MATICHARD PIERRE-JEAN;20251010T080000Z;20251010T100000Z;G_012;;ADE60323032352d3230323653542d455449454e4e452d393830392d302d30
SAE1.03;RT1-TP_A2;20251120T080000Z;20251120T100000Z;G_007;;ADE60323032352d3230323653542d455449454e4e452d31383633392d302d33
Soutien RT1-RT2 (Non Obligatoire);RT1-S1;20260108T130000Z;20260108T170000Z;D_110\,G_003\,G_004\,G_007\,D_028\,D_026\,D_032;;ADE60323032352d3230323653542d455449454e4e452d31333036352d302d37
SAE1.05 PROJET B1;RT1-TP_B1;20260109T140000Z;20260109T150000Z;G_007;;ADE60323032352d3230323653542d455449454e4e452d33363333382d362d30
R1.15 DS 2H;RT1-S1 GUILLOT TIPHANIE;20251114T130000Z;20251114T150000Z;G_011_AMPHI;;ADE60323032352d3230323653542d455449454e4e452d33323435372d302d30
SAE1.03 SUIVI;RT1-TP_B1 HEYRAUD CHRISTOPHE;20251103T090000Z;20251103T100000Z;G_007;;ADE60323032352d3230323653542d455449454e4e452d32383031342d302d30
R1.07 TP;RT1-TP_A2 AZZOUNI SOUMAYA;20251106T070000Z;20251106T090000Z;G_019;;ADE60323032352d3230323653542d455449454e4e452d31363631392d302d34
SAE1.04 PROJET;RT1-TP_B1;20251113T100000Z;20251113T110000Z;G_007;;ADE60323032352d3230323653542d455449454e4e452d33303532352d302d35
SAE1.02 PROJET;RT1-TP_B1;20251208T150000Z;20251208T160000Z;G_007;;ADE60323032352d3230323653542d455449454e4e452d31383436332d332d32
SAE1.03 SOUTENANCE;RT1-TP_B1 HEYRAUD CHRISTOPHE;20251128T120000Z;20251128T150000Z;D_026;;ADE60323032352d3230323653542d455449454e4e452d33313235312d302d30
R1.05;RT1-TP_A2 HEYRAUD CHRISTOPHE;20250930T110000Z;20250930T140000Z;G_007;;ADE60323032352d3230323653542d455449454e4e452d3332322d302d30
R1.05;RT1-TP_A1 HEYRAUD CHRISTOPHE;20250925T070000Z;20250925T100000Z;G_007;;ADE60323032352d3230323653542d455449454e4e452d36382d302d30
R1.13;RT1-TP_A2 GRIZONNET YANN;20251210T150000Z;20251210T170000Z;D_110;;ADE60323032352d3230323653542d455449454e4e452d393631342d302d31
R1.15;RT1-TP_B2 GUILLOT TIPHANIE;20251022T060000Z;20251022T080000Z;D_110;;ADE60323032352d3230323653542d455449454e4e452d35343231322d312d30
SAE1.05 PROJET A1;RT1-TP_A1;20251219T090000Z;20251219T100000Z;G_007;;ADE60323032352d3230323653542d455449454e4e452d32343336372d31322d30
R1.13;RT1-TP_B1 GRIZONNET YANN;20251203T150000Z;20251203T170000Z;G_010;;ADE60323032352d3230323653542d455449454e4e452d31343235392d302d31
R1.10;RT1-TP_A2 TCHEN CASSANDRA;20260105T090000Z;20260105T110000Z;D_026;;ADE60323032352d3230323653542d455449454e4e452d33313334382d352d30
SAE1.04 PROJET;RT1-TP_A1;20251114T070000Z;20251114T080000Z;G_002;;ADE60323032352d3230323653542d455449454e4e452d33303531372d302d33
R1.07 TP;RT1-TP_B2 EL AMLI AMINE;20251021T080000Z;20251021T100000Z;D_110;;ADE60323032352d3230323653542d455449454e4e452d31363633372d302d34
R1.08;RT1-TP_B1 MARTINI PIERRE;20250915T140000Z;20250915T160000Z;G_012;;ADE60323032352d3230323653542d455449454e4e452d31363235362d302d32
R1.14;RT1-B GAULTIER BEATRICE;20250923T060000Z;20250923T080000Z;D_028;;ADE60323032352d3230323653542d455449454e4e452d31343832382d302d33
SAE1.02 PROJET;RT1-TP_B1;20251216T150000Z;20251216T160000Z;G_019;;ADE60323032352d3230323653542d455449454e4e452d31383436332d312d30
SAE1.04;RT1-B MATICHARD PIERRE-JEAN;20251114T150000Z;20251114T163000Z;G_012;;ADE60323032352d3230323653542d455449454e4e452d31393835322d302d30
SAE1.05 SUIVI PROJET;RT1-TP_B1 BIARD MATHIEU;20260107T140000Z;20260107T150000Z;G_007;;ADE60323032352d3230323653542d455449454e4e452d33353435332d302d33
R1.05;RT1-B HEYRAUD CHRISTOPHE;20250912T080000Z;20250912T100000Z;G_004;;ADE60323032352d3230323653542d455449454e4e452d3932352d302d32
R1.14;RT1-TP_A2 armoire PC JOKER GAULTIER BEATRICE;20251021T060000Z;20251021T080000Z;G_007;;ADE60323032352d3230323653542d455449454e4e452d31343834382d302d32
R1.12 EN 2EME;RT1-A armoire PC JOKER NEJJAR NABIH;20251124T150000Z;20251124T170000Z;D_110;;ADE60323032352d3230323653542d455449454e4e452d31303330382d302d32
R1.08;RT1-TP_A2 MARTINI PIERRE;20250912T140000Z;20250912T160000Z;G_012;;ADE60323032352d3230323653542d455449454e4e452d31363236312d302d30
R1.13 TDB;RT1-B GRIZONNET YANN;20251119T150000Z;20251119T170000Z;D_032;;ADE60323032352d3230323653542d455449454e4e452d313235322d302d36
R1.10;RT1-B KOTTI IMEN;20250905T120000Z;20250905T140000Z;D_028;;ADE60323032352d3230323653542d455449454e4e452d34353235332d302d30
R1.10;RT1-B KOTTI IMEN;20250922T060000Z;20250922T080000Z;D_026;;ADE60323032352d3230323653542d455449454e4e452d34353235332d332d30
présentation TEDS;RT1-TP_B1;20251118T080000Z;20251118T090000Z;D_110;;ADE60323032352d3230323653542d455449454e4e452d343231302d302d30
R1.04 TP;RT1-TP_B2 CHEVRIER JEAN-PIERRE;20251128T150000Z;20251128T170000Z;G_004;;ADE60323032352d3230323653542d455449454e4e452d31343633392d302d30
SAE1.03 SUIVI;RT1-TP_A2 HEYRAUD CHRISTOPHE;20251113T070000Z;20251113T080000Z;G_007;;ADE60323032352d3230323653542d455449454e4e452d32373836372d302d32
R1.09;RT1-TP_A1 MATICHARD PIERRE-JEAN (;20251021T060000Z;20251021T080000Z;G_019;;ADE60323032352d3230323653542d455449454e4e452d32383430332d302d30
SAE1.05 PROJET A1;RT1-TP_A1;20260109T090000Z;20260109T100000Z;G_004;;ADE60323032352d3230323653542d455449454e4e452d32343336372d352d30
R1.13;RT1-TP_A2 GRIZONNET YANN;20251128T130000Z;20251128T150000Z;D_110;;ADE60323032352d3230323653542d455449454e4e452d393631342d302d32
R1.01b;RT1-S1 AZZOUNI SOUMAYA;20250903T080000Z;20250903T100000Z;D_032;;ADE60323032352d3230323653542d455449454e4e452d31343534372d302d30
R1.06;RT1-TP_B2 CHAMBERT CHRISTOPHE;20260105T070000Z;20260105T110000Z;G_002;;ADE60323032352d3230323653542d455449454e4e452d31343631332d302d31
R1.06;RT1-B HEYRAUD CHRISTOPHE;20251125T150000Z;20251125T170000Z;D_032;;ADE60323032352d3230323653542d455449454e4e452d35303739352d312d30
R1.13 TDA;RT1-A BIARD MATHIEU;20251112T150000Z;20251112T170000Z;D_032;;ADE60323032352d3230323653542d455449454e4e452d3734332d302d31
SAE1.02 TP 2H SOUTENANCE;RT1-TP_B2 MATICHARD PIERRE-JEAN;20251218T070000Z;20251218T090000Z;G_019;;ADE60323032352d3230323653542d455449454e4e452d32323033322d302d30
R1.13 TDA;RT1-A BIARD MATHIEU;20251105T150000Z;20251105T170000Z;D_032;;ADE60323032352d3230323653542d455449454e4e452d3734332d302d37
R1.14;RT1-TP_A1 GAULTIER BEATRICE;20251014T120000Z;20251014T140000Z;D_028;;ADE60323032352d3230323653542d455449454e4e452d31343834342d302d31
R1.01b;RT1-A AZZOUNI SOUMAYA;20250908T060000Z;20250908T080000Z;D_110;;ADE60323032352d3230323653542d455449454e4e452d31343536302d312d30
SAE1.03;RT1-TP_B1;20251119T090000Z;20251119T110000Z;G_007;;ADE60323032352d3230323653542d455449454e4e452d32313233382d302d32
SAE1.05 PROJET A1;RT1-TP_A1;20260108T080000Z;20260108T090000Z;G_007;;ADE60323032352d3230323653542d455449454e4e452d32343336372d332d30
R1.10;RT1-B KOTTI IMEN;20251013T060000Z;20251013T080000Z;D_028;;ADE60323032352d3230323653542d455449454e4e452d34353235332d362d30
R1.08;RT1-S1 MARTINI PIERRE;20250902T060000Z;20250902T080000Z;A_021 amphi;;ADE60323032352d3230323653542d455449454e4e452d3530352d302d30
SAE1.02 SUIVI PROJET;RT1-TP_B2 MATICHARD PIERRE-JEAN;20251218T090000Z;20251218T100000Z;G_019;;ADE60323032352d3230323653542d455449454e4e452d32303335352d302d34
R1.04 TP;RT1-TP_B1 AZZOUNI SOUMAYA;20251202T090000Z;20251202T110000Z;G_004;;ADE60323032352d3230323653542d455449454e4e452d31343633312d302d35
R1.08;RT1-TP_B1 MARTINI PIERRE;20250922T120000Z;20250922T140000Z;G_012;;ADE60323032352d3230323653542d455449454e4e452d31363235362d302d35
R1.07 DS TP 2H;RT1-TP_B2 EL AMLI AMINE;20251112T070000Z;20251112T090000Z;G_010;;ADE60323032352d3230323653542d455449454e4e452d33303431332d302d30
R1.08;RT1-TP_A1 MARTINI PIERRE;20250923T060000Z;20250923T080000Z;G_012;;ADE60323032352d3230323653542d455449454e4e452d31363235372d302d34
R1.07 DS TP 2H;RT1-TP_A2 AZZOUNI SOUMAYA;20251112T090000Z;20251112T110000Z;G_007;;ADE60323032352d3230323653542d455449454e4e452d32373638352d302d30
R1.02;RT1-TP_B1 CHAMBERT CHRISTOPHE;20251009T060000Z;20251009T100000Z;G_019;;ADE60323032352d3230323653542d455449454e4e452d333937372d302d32
R1.07 TP;RT1-TP_A1 LAURENT NILS;20251023T080000Z;20251023T100000Z;G_004;;ADE60323032352d3230323653542d455449454e4e452d31363631382d302d37
R1.08;RT1-TP_B2 MARTINI PIERRE;20250916T140000Z;20250916T160000Z;G_012;;ADE60323032352d3230323653542d455449454e4e452d31363236332d302d35
R1.10;RT1-A TCHEN CASSANDRA;20251006T080000Z;20251006T100000Z;D_028;;ADE60323032352d3230323653542d455449454e4e452d32343039312d322d30
R1.10;RT1-A TCHEN CASSANDRA;20251117T090000Z;20251117T103000Z;D_032;;ADE60323032352d3230323653542d455449454e4e452d32343039312d372d30
SAE1.PORTFOLIO;MATICHARD PIERRE-JEAN RT1-TP_A1;20251112T070000Z;20251112T090000Z;G_019;;ADE60323032352d3230323653542d455449454e4e452d31323932392d302d30
R1.11 Voltaire B2;BARNAY FABIENNE RT1-TP_B2;20251114T120000Z;20251114T130000Z;G_003;;ADE60323032352d3230323653542d455449454e4e452d36333638322d302d31
SAE1.02 PROJET;RT1-TP_A1;20251216T140000Z;20251216T150000Z;G_007;;ADE60323032352d3230323653542d455449454e4e452d31383436302d312d31
SAE1.04 PROJET;RT1-TP_A2;20251205T130000Z;20251205T140000Z;G_004;;ADE60323032352d3230323653542d455449454e4e452d33303532322d302d35
R1.03;RT1-A AZZOUNI SOUMAYA;20251104T130000Z;20251104T150000Z;D_110;;ADE60323032352d3230323653542d455449454e4e452d31353537332d302d31
R1.07 TP;RT1-TP_A2 AZZOUNI SOUMAYA;20251015T080000Z;20251015T100000Z;G_012;;ADE60323032352d3230323653542d455449454e4e452d31363631392d302d32
R1.14;RT1-TP_B1 GAULTIER BEATRICE;20251013T120000Z;20251013T140000Z;D_028;;ADE60323032352d3230323653542d455449454e4e452d31343837332d302d31
R1.03;RT1-TP_A2 MATICHARD PIERRE-JEAN;20251110T130000Z;20251110T170000Z;G_019;;ADE60323032352d3230323653542d455449454e4e452d31353936342d302d30
SAE1.02 TP 2H SOUTENANCE;RT1-TP_B1 CHAMBERT CHRISTOPHE;20260106T130000Z;20260106T150000Z;G_003;;ADE60323032352d3230323653542d455449454e4e452d32313836382d302d30
R1.01b;RT1-S1 AZZOUNI SOUMAYA;20250904T060000Z;20250904T080000Z;G_011_AMPHI;;ADE60323032352d3230323653542d455449454e4e452d31343534372d302d31
Soutien RT1-RT2 (Non Obligatoire);RT1-S1;20251211T130000Z;20251211T170000Z;G_002\,D_110\,G_003\,G_007\,D_028\,D_026\,D_032;;ADE60323032352d3230323653542d455449454e4e452d31333036352d302d35
SAE1.03;RT1-TP_A2;20251120T100000Z;20251120T110000Z;G_007;;ADE60323032352d3230323653542d455449454e4e452d31383633392d312d31
Election délégués RT1;RT1-S1 BONNARDOT FREDERIC;20250929T090000Z;20250929T100000Z;G_012;;ADE60323032352d3230323653542d455449454e4e452d33303434312d302d30
R1.11 METHODO IA;RT1-TP_B2 MARTINI PIERRE (;20251219T070000Z;20251219T110000Z;G_004;;ADE60323032352d3230323653542d455449454e4e452d32353333362d302d30
R1.01c;RT1-TP_B2 MARTINI PIERRE;20251014T120000Z;20251014T140000Z;G_012;;ADE60323032352d3230323653542d455449454e4e452d31313237372d302d30
SAE1.05 PROJET A2;RT1-TP_A2;20260106T150000Z;20260106T170000Z;G_012;;ADE60323032352d3230323653542d455449454e4e452d32343535372d302d32
R1.10;RT1-TP_B1 KOTTI IMEN;20251124T070000Z;20251124T090000Z;D_028;;ADE60323032352d3230323653542d455449454e4e452d33303233362d352d30
R1.13;RT1-TP_B2 BIARD MATHIEU GIM equipement Jocker;20251124T150000Z;20251124T170000Z;G_003;;ADE60323032352d3230323653542d455449454e4e452d31343237312d302d30
R1.15;RT1-TP_B2 BOURAMTANE KHALIL;20250926T090000Z;20250926T100000Z;B_203 salle informatique;;ADE60323032352d3230323653542d455449454e4e452d35343231322d302d30
SAE1.01;RT1-TP_B2;20250916T130000Z;20250916T140000Z;G_004;;ADE60323032352d3230323653542d455449454e4e452d31363532362d312d32
SAE1.02 PROJET;RT1-TP_A1;20251217T150000Z;20251217T160000Z;G_007;;ADE60323032352d3230323653542d455449454e4e452d31383436302d322d31
SAE1.01 MIPE;RT1-A BIARD MATHIEU;20250902T130000Z;20250902T140000Z;G_016;;ADE60323032352d3230323653542d455449454e4e452d32383038372d302d30
SAE1.04 PROJET;RT1-TP_A1;20251205T150000Z;20251205T160000Z;G_012;;ADE60323032352d3230323653542d455449454e4e452d33303531372d302d34
R1.10;RT1-TP_B1 KOTTI IMEN;20260113T130000Z;20260113T140000Z;D_028;;ADE60323032352d3230323653542d455449454e4e452d33303233362d362d30
R1.12 Préparation pour un Job Etudiant (pour les volontaires !!!);RT1-S1 BARNAY FABIENNE;20250929T103000Z;20250929T120000Z;G_004;;ADE60323032352d3230323653542d455449454e4e452d32313738322d302d30
SAE1.02 SUIVI PROJET;RT1-TP_A1 CHAMBERT CHRISTOPHE;20251216T130000Z;20251216T140000Z;G_007;;ADE60323032352d3230323653542d455449454e4e452d32303334372d302d33
R1.09;RT1-A MATICHARD PIERRE-JEAN;20250926T080000Z;20250926T100000Z;G_004;;ADE60323032352d3230323653542d455449454e4e452d31393937372d302d30
Développer ses compétences informationnelles - autonomie;RT1-TP_B1;20251120T090000Z;20251120T110000Z;G_004;;ADE60323032352d3230323653542d455449454e4e452d34343538302d302d30
R1.13 TDA;RT1-A BIARD MATHIEU;20251119T070000Z;20251119T090000Z;D_032;;ADE60323032352d3230323653542d455449454e4e452d3734332d302d33
SAE1.04 SUIVI PROJET;RT1-TP_B1 MATICHARD PIERRE-JEAN;20251107T080000Z;20251107T090000Z;G_019;;ADE60323032352d3230323653542d455449454e4e452d33303533322d302d32
R1.13 TDA;RT1-A BIARD MATHIEU;20251017T080000Z;20251017T100000Z;D_026;;ADE60323032352d3230323653542d455449454e4e452d3734332d302d34
SAE1.PORTFOLIO;MATICHARD PIERRE-JEAN RT1-TP_A2;20251107T150000Z;20251107T170000Z;D_110;;ADE60323032352d3230323653542d455449454e4e452d31333238362d302d30
R1.02;RT1-TP_B2 AZZOUNI SOUMAYA;20251006T120000Z;20251006T160000Z;G_007;;ADE60323032352d3230323653542d455449454e4e452d343739372d302d30
R1.11 METHODO IA;RT1-TP_B1 MARTINI PIERRE;20251218T070000Z;20251218T110000Z;G_004;;ADE60323032352d3230323653542d455449454e4e452d32333238332d302d30
R1.01b;RT1-TP_A1 CHEMINEAU CHRISTOPHE (;20250917T120000Z;20250917T160000Z;G_004;;ADE60323032352d3230323653542d455449454e4e452d33313338352d302d30
R1.09;RT1-TP_B2 LLORCA MAUD;20251017T140000Z;20251017T160000Z;G_019;;ADE60323032352d3230323653542d455449454e4e452d32383430372d302d31
R1.07 TP;RT1-TP_B1 LAURENT NILS;20251024T080000Z;20251024T100000Z;G_004;;ADE60323032352d3230323653542d455449454e4e452d31363633312d302d35
R1.15;RT1-TP_B1 BOURAMTANE KHALIL;20250926T080000Z;20250926T090000Z;B_203 salle informatique;;ADE60323032352d3230323653542d455449454e4e452d35333836352d302d30
R1.02;RT1-TP_A2 AZZOUNI SOUMAYA;20251010T060000Z;20251010T100000Z;G_019;;ADE60323032352d3230323653542d455449454e4e452d333831382d302d30
SAE1.01;RT1-TP_A2;20250922T100000Z;20250922T110000Z;G_019;;ADE60323032352d3230323653542d455449454e4e452d31363532312d312d30
R1.04 TP;RT1-TP_A2 AZZOUNI SOUMAYA;20251202T130000Z;20251202T150000Z;G_004;;ADE60323032352d3230323653542d455449454e4e452d31343539362d302d36
R1.12 EN 2EME;RT1-A NEJJAR NABIH Armoire PC portable;20251009T060000Z;20251009T080000Z;G_012;;ADE60323032352d3230323653542d455449454e4e452d31303330382d302d30
R1.10;RT1-TP_B2 KOTTI IMEN;20251110T130000Z;20251110T150000Z;D_026;;ADE60323032352d3230323653542d455449454e4e452d33313339342d302d30
R1.01c;RT1-TP_B2 MARTINI PIERRE;20251022T080000Z;20251022T100000Z;G_012;;ADE60323032352d3230323653542d455449454e4e452d31313237372d302d34
SAE1.03;RT1-TP_A2;20251124T090000Z;20251124T110000Z;G_007;;ADE60323032352d3230323653542d455449454e4e452d31383633392d302d31
R1.15;RT1-A GUILLOT TIPHANIE;20251015T060000Z;20251015T080000Z;G_004;;ADE60323032352d3230323653542d455449454e4e452d31393831372d322d30
Contrôle des Absences - Bureau de Mme Zeryouh;RT2-S3 RT1-S1 RT3-S5 ZERYOUH NEZHA;20250916T100000Z;20250916T103000Z;;;ADE60323032352d3230323653542d455449454e4e452d34393839392d302d30
SAE1.02 SUIVI PROJET;RT1-TP_B1 CHAMBERT CHRISTOPHE;20251216T140000Z;20251216T150000Z;G_019;;ADE60323032352d3230323653542d455449454e4e452d32303335332d302d32
R1.01b;RT1-A AZZOUNI SOUMAYA;20250910T060000Z;20250910T080000Z;G_004;;ADE60323032352d3230323653542d455449454e4e452d31343536302d322d30
R1.15;RT1-A GUILLOT TIPHANIE;20251001T140000Z;20251001T160000Z;G_016;;ADE60323032352d3230323653542d455449454e4e452d31393831372d302d30
SAE1.03 SUIVI;RT1-TP_A1 HEYRAUD CHRISTOPHE;20251110T090000Z;20251110T100000Z;G_007;;ADE60323032352d3230323653542d455449454e4e452d32373835372d302d31
R1.09;RT1-TP_B1 LLORCA MAUD;20251003T120000Z;20251003T140000Z;G_003;;ADE60323032352d3230323653542d455449454e4e452d32383430362d302d30
R1.04 TP;RT1-TP_A2 AZZOUNI SOUMAYA;20251127T090000Z;20251127T110000Z;G_004;;ADE60323032352d3230323653542d455449454e4e452d31343539362d302d30
R1.07 TP;RT1-TP_A1 LAURENT NILS;20251110T150000Z;20251110T170000Z;G_007;;ADE60323032352d3230323653542d455449454e4e452d31363631382d302d39
SAE1.04 PROJET;RT1-TP_B1;20251202T080000Z;20251202T090000Z;G_003;;ADE60323032352d3230323653542d455449454e4e452d33303532352d302d31
R1.02;RT1-B CHAMBERT CHRISTOPHE;20250929T120000Z;20250929T140000Z;G_004;;ADE60323032352d3230323653542d455449454e4e452d34313838352d302d30
SAE1.03;RT1-TP_B2;20251121T080000Z;20251121T090000Z;G_007;;ADE60323032352d3230323653542d455449454e4e452d32313637382d312d30
R1.03;RT1-B CHEMINEAU CHRISTOPHE;20251112T090000Z;20251112T110000Z;G_004;;ADE60323032352d3230323653542d455449454e4e452d32333436342d302d32
SAE1.03 SUIVI;RT1-TP_A2 HEYRAUD CHRISTOPHE;20251120T070000Z;20251120T080000Z;G_007;;ADE60323032352d3230323653542d455449454e4e452d32373836372d302d30
R1.10;RT1-TP_A1 TCHEN CASSANDRA;20260112T090000Z;20260112T110000Z;D_028;;ADE60323032352d3230323653542d455449454e4e452d33303233352d352d30
R1.04 TP;RT1-TP_A2 AZZOUNI SOUMAYA;20251128T070000Z;20251128T090000Z;G_004;;ADE60323032352d3230323653542d455449454e4e452d31343539362d302d34
SAE1.03;RT1-TP_B2;20251126T130000Z;20251126T150000Z;G_007;;ADE60323032352d3230323653542d455449454e4e452d32313637382d302d30
SAE1.05 4H PRESENTATION ORALE;RT1-TP_B1 BIARD MATHIEU;20260112T070000Z;20260112T110000Z;D_110;;ADE60323032352d3230323653542d455449454e4e452d33323936322d302d30
R1.01b;RT1-B CHAMBERT CHRISTOPHE;20250911T060000Z;20250911T080000Z;D_110;;ADE60323032352d3230323653542d455449454e4e452d31343536322d332d30
R1.08;RT1-TP_B1 MARTINI PIERRE;20250917T120000Z;20250917T140000Z;G_012;;ADE60323032352d3230323653542d455449454e4e452d31363235362d302d33
R1.04 TP;RT1-TP_B1 AZZOUNI SOUMAYA;20251126T130000Z;20251126T150000Z;G_004;;ADE60323032352d3230323653542d455449454e4e452d31343633312d302d37
R1.07 TP;RT1-TP_A2 AZZOUNI SOUMAYA;20251110T090000Z;20251110T110000Z;D_110;;ADE60323032352d3230323653542d455449454e4e452d31363631392d302d3130
R1.01c;RT1-TP_B1 MARTINI PIERRE;20251021T060000Z;20251021T080000Z;G_012;;ADE60323032352d3230323653542d455449454e4e452d31303935352d302d34
R1.04 TP;RT1-TP_A1 CHEVRIER JEAN-PIERRE;20251121T150000Z;20251121T170000Z;G_004;;ADE60323032352d3230323653542d455449454e4e452d31313933302d302d35
R1.03 DS TP;RT1-TP_A1 CHEMINEAU CHRISTOPHE 23032352d3230323653542d455449454e4e452d32383732392d302d30;20251203T130000Z;20251203T170000Z;G_019;;
SAE1.02 SUIVI PROJET;RT1-TP_A1 CHAMBERT CHRISTOPHE;20251209T140000Z;20251209T150000Z;G_012;;ADE60323032352d3230323653542d455449454e4e452d32303334372d302d31
SAE1.03;RT1-TP_B2;20251107T080000Z;20251107T090000Z;G_007;;ADE60323032352d3230323653542d455449454e4e452d32313637382d312d32
Soutien RT1-RT2 (Non Obligatoire);RT1-S1;20251023T120000Z;20251023T160000Z;G_002\,D_110\,G_003\,G_019\,G_004\,G_007\,G_012;;ADE60323032352d3230323653542d455449454e4e452d31333036352d302d33
R1.10;RT1-TP_B2 KOTTI IMEN;20260112T070000Z;20260112T090000Z;D_028;;ADE60323032352d3230323653542d455449454e4e452d33313339342d352d30
SAE1.PORTFOLIO;MATICHARD PIERRE-JEAN RT1-TP_B1;20251104T090000Z;20251104T110000Z;D_110;;ADE60323032352d3230323653542d455449454e4e452d31333239342d302d30
R1.11 Voltaire A2;BARNAY FABIENNE RT1-TP_A2;20260114T130000Z;20260114T140000Z;D_110;;ADE60323032352d3230323653542d455449454e4e452d36333637392d302d34
"CONFERENCE R&T - ""Différentes facettes de la cybersécurité"" - Présence obligatoire";RT1-S1 RT2-S3 RT3-TP_C_FI RT3-TP_R_FI NEJJAR NABIH (Exporté le:10/12/2025 22:45);20251125T130000Z;20251125T143000Z;F_024 Amphi;;ADE60323032352d3230323653542d455449454e4e452d33313639342d302d30
R1.14;RT1-A GAULTIER BEATRICE;20250922T140000Z;20250922T160000Z;D_032;;ADE60323032352d3230323653542d455449454e4e452d3132372d302d30
R1.05;RT1-TP_A1 HEYRAUD CHRISTOPHE;20251002T060000Z;20251002T090000Z;G_007;;ADE60323032352d3230323653542d455449454e4e452d36382d302d31
R1.13 TDA;RT1-A BIARD MATHIEU;20251024T080000Z;20251024T100000Z;D_032;;ADE60323032352d3230323653542d455449454e4e452d3734332d302d36
R1.07 TP;RT1-TP_B1 LAURENT NILS;20251105T150000Z;20251105T170000Z;D_110;;ADE60323032352d3230323653542d455449454e4e452d31363633312d302d34
R1.09;RT1-A MATICHARD PIERRE-JEAN;20250922T120000Z;20250922T140000Z;D_110;;ADE60323032352d3230323653542d455449454e4e452d31393937372d302d31
R1.14;RT1-TP_A2 armoire PC JOKER GAULTIER BEATRICE;20251014T080000Z;20251014T100000Z;D_026;;ADE60323032352d3230323653542d455449454e4e452d31343834382d302d31
SAE1.04 SUIVI PROJET;RT1-TP_B2 MATICHARD PIERRE-JEAN;20251120T090000Z;20251120T100000Z;G_010;;ADE60323032352d3230323653542d455449454e4e452d33303533392d302d31
R1.09;RT1-TP_A2 LLORCA MAUD;20251017T120000Z;20251017T140000Z;G_019;;ADE60323032352d3230323653542d455449454e4e452d32383430342d302d30
R1.13 TDB;RT1-B GRIZONNET YANN;20251112T150000Z;20251112T170000Z;D_028;;ADE60323032352d3230323653542d455449454e4e452d313235322d302d32
SAE1.05 PROJET B2;RT1-TP_B2;20251217T130000Z;20251217T150000Z;D_110b;;ADE60323032352d3230323653542d455449454e4e452d36323133392d302d30
SAE1.02 SUIVI PROJET;RT1-TP_B1 CHAMBERT CHRISTOPHE;20251209T150000Z;20251209T160000Z;G_012;;ADE60323032352d3230323653542d455449454e4e452d32303335332d302d31
SAE1.02 PROJET;RT1-TP_A1;20251209T070000Z;20251209T090000Z;G_004;;ADE60323032352d3230323653542d455449454e4e452d31383436302d302d31
R1.15;RT1-TP_A1 BOURAMTANE KHALIL;20250926T060000Z;20250926T070000Z;B_203 salle informatique;;ADE60323032352d3230323653542d455449454e4e452d34363933362d302d30
SAE1.02 PROJET;RT1-TP_B1;20251202T150000Z;20251202T170000Z;G_019;;ADE60323032352d3230323653542d455449454e4e452d31383436332d302d30
Contrôle des Absences - Bureau de Mme Zeryouh;RT2-S3 RT1-S1 RT3-S5 ZERYOUH NEZHA;20251007T100000Z;20251007T103000Z;;;ADE60323032352d3230323653542d455449454e4e452d34393839392d302d32
R1.01c;RT1-TP_A2 MARTINI PIERRE;20251022T120000Z;20251022T140000Z;G_012;;ADE60323032352d3230323653542d455449454e4e452d31313131332d302d30
R1.10;RT1-TP_A1 TCHEN CASSANDRA;20251208T090000Z;20251208T110000Z;D_026;;ADE60323032352d3230323653542d455449454e4e452d33303233352d322d30
R1.04 TP;RT1-TP_B1 AZZOUNI SOUMAYA;20251125T090000Z;20251125T110000Z;G_004;;ADE60323032352d3230323653542d455449454e4e452d31343633312d302d32
R1.08;RT1-B MARTINI PIERRE;20250910T060000Z;20250910T080000Z;G_012;;ADE60323032352d3230323653542d455449454e4e452d31343633332d302d31
SAE1.02 PROJET;RT1-TP_A1;20251205T140000Z;20251205T150000Z;G_012;;ADE60323032352d3230323653542d455449454e4e452d31383436302d332d32
